track_artist,track_title,count,post_count,first_seen,last_seen,source_url
The Sunburst Band,Journey To The Sun (Dennis Ferrer Remix),1,1,2017-02-20,2017-02-20,https://youtube.com/watch?v=_h-D2z364J4
Percussions (Four Tet),KHLHI,3,3,2015-02-23,2017-02-20,https://youtube.com/watch?v=QxzLEolVNzc
Chic,I Want Your Love,2,2,2016-10-04,2017-02-20,https://youtu.be/hjqPmqXy7nc
Deetron,Photon (Original Mix),2,2,2016-01-02,2017-02-20,https://youtube.com/watch?v=oIMaQa40hzs
smith n' hack,to our disco friends,2,2,2017-01-03,2017-02-18,https://youtube.com/watch?v=CFu11UhazvE
The Djoon Experience Feat.Kenny Bobien,Old Landmark Pt1 (Greg Gauthier Mix),1,1,2017-02-18,2017-02-18,https://youtube.com/watch?v=eD_e0qcsqeE
Kiko Navarro,"Nea Kameni (GU's Dance Fusion Mix) (12'' - LT057, Side B1) 2015",1,1,2017-02-18,2017-02-18,https://youtube.com/watch?v=PgOIeu8kYUI&feature=share
Seven Grand Housing Authority,I Can't Wait,2,2,2017-01-23,2017-02-13,https://youtu.be/ltJVOlkTqW0
Laurent Garnier Plays Underground Resistance,Jupiter Jazz (Manuel-M Transition Mix),1,1,2017-02-11,2017-02-11,https://youtube.com/watch?v=lvGb5xbCAU4
Dirty Harry,"""Luv Anthem""",1,1,2017-02-07,2017-02-07,https://youtube.com/watch?v=sh7fxKVxkpo
Acasual,Spring Theory (Moomin Rework),1,1,2017-02-07,2017-02-07,https://youtube.com/watch?v=m_Bj3CfC78M
Everything But The Girl,Missing (Official),2,2,2013-02-10,2017-02-06,https://youtu.be/Q4sPkS8b62Q
Andronicus,Make you Whole (Original Mix),2,2,2012-10-05,2017-02-06,https://youtube.com/watch?v=MtuMcByO6Ow
Terrence Parker,Love's Got Me High (Marc Romboys's Systematic Soul Mix),2,2,2016-02-01,2017-02-06,https://youtube.com/watch?v=QBdYBgXdNgg
Madonna,Into The Groove  (Official Music Video),2,2,2017-01-23,2017-02-06,https://youtu.be/52iW3lcpK5M
Dub Jamz,Pushin,1,1,2017-02-06,2017-02-06,https://youtube.com/watch?v=vjaXzbYtvSE
Whitney Houston,How Will I Know,1,1,2017-02-06,2017-02-06,https://youtube.com/watch?v=m3-hY-hlhBg
,Sterling void & Paris Brightledge- It's all right,3,3,2012-01-16,2017-02-06,https://youtube.com/watch?v=fxodGkgnIa8
Gus Gus,David (King Britt Mix),5,5,2011-12-12,2017-01-30,https://youtube.com/watch?v=sBfnRUBM3ck
Bawrut,Ciquita (Dan Beaumont Remix) [R$N Records],1,1,2017-01-30,2017-01-30,https://youtube.com/watch?v=mi65zdInD6M
Bostich time,Jamie 3:26,2,2,2017-01-02,2017-01-30,https://youtube.com/watch?v=yHxDxIfwTMs
Roman Flugel,Geht's Noch?,2,2,2016-05-02,2017-01-30,https://youtube.com/watch?v=x2dQptUXSDc
Dream 2 Science,My Love Turns To Liquid,2,2,2012-12-25,2017-01-30,https://youtube.com/watch?v=_hoKTHj-Qrw
,Sharon Brown-I Specialize In Love[HQ],2,2,2014-11-17,2017-01-25,https://youtube.com/watch?v=ndw2kI9yk7o
Andrew Ashong ft. Theo Parish,Flowers,1,1,2017-01-23,2017-01-23,https://youtube.com/watch?v=Fv9XktO_Noc
Robert Owens,I'll Be Your Friend (Glamorous Mix),1,1,2017-01-23,2017-01-23,https://youtu.be/smvDXeNPOAM
Der Kommissar,After the Fire (Remaster Best Quality),1,1,2017-01-23,2017-01-23,https://youtube.com/watch?v=fxa2HtNzuo0
Hugo Massien,Vital Signs,2,2,2017-01-16,2017-01-19,https://youtube.com/watch?v=1KvqyJ-7p4M&app=desktop
Jamie Principle,Waiting on My Angel - Classic House,6,6,2011-10-10,2017-01-17,https://youtu.be/c1NzlSOn0_U
The Far Out Monster Disco Orchestra,Step Into My Life - M&M Mix by John Morales,1,1,2017-01-17,2017-01-17,https://youtube.com/watch?v=BlX_Dv3vpaE
Bobby Konders,Massai Women,1,1,2017-01-16,2017-01-16,https://youtube.com/watch?v=IjkYi4IFzQE
Pasteur Lappe,Na Real Sekele Fo Ya,1,1,2017-01-16,2017-01-16,https://youtube.com/watch?v=1PLAf8srj7Y
Wax,No. 30003 (B),2,2,2013-12-16,2017-01-16,https://youtube.com/watch?v=mBmL7iZpCb0
nightmoves,transdance ( nyc mix ),3,3,2013-12-01,2017-01-16,https://youtube.com/watch?v=c94kJQ8wmno
Gisele Jackson,Love Commandments,2,2,2015-11-30,2017-01-16,https://youtube.com/watch?v=z00pYc76dEc
Philou Louzolo,Afrofuturism Dance,1,1,2017-01-16,2017-01-16,https://youtube.com/watch?v=_BevFxzbTaw
,Geoffrey Oryema ‎-- Kei Kweyo (The Outlaw Demo Dub),1,1,2017-01-16,2017-01-16,https://youtu.be/B1YDHR7s_EY
Slobban,Funkig Gura Med Hus ( A1 ),2,2,2011-09-26,2017-01-09,https://youtu.be/P48ty9IY-is
DJ Nori,Happy Sunday (Maurice Fulton Remix),7,7,2014-02-03,2017-01-09,https://youtube.com/watch?v=CvJ-IkFiwvI
Talk Talk,"It's My Life (12"" Extended)",5,5,2012-01-02,2017-01-06,https://youtube.com/watch?v=nhLcB2yjhgU
Massive Attack,Paradise Circus (Gui Boratto Remix),1,1,2017-01-04,2017-01-04,https://youtu.be/4Nudh1YXhXc
DJ Pierre,Let The Music Take You Higher (Original Yo Yo Mix) 1994,4,4,2012-07-18,2017-01-04,https://youtube.com/watch?v=slRZ2wFa0pY
Fat B & Lad Luca,2 Make A Record,2,2,2016-12-05,2017-01-04,https://youtube.com/watch?v=7Qn28572JsI
Freeez,I.O.U. 1983 - Original Version,2,2,2015-03-02,2017-01-04,https://youtube.com/watch?v=WZ-1DYwaxrE
"""Don't You Feel My Love""",George McCrae,2,2,2016-05-17,2017-01-04,https://youtube.com/watch?v=rRqckli3x5w
George Michael,Careless Whisper (Lyrics),2,2,2017-01-03,2017-01-04,https://youtube.com/watch?v=gpqmoBYkQfc
Kelis,Milkshake,1,1,2017-01-03,2017-01-03,https://youtube.com/watch?v=6AwXKJoKJz4
Madonna,Into The Groove (12'' Extended Remix Promo),1,1,2017-01-03,2017-01-03,https://youtube.com/watch?v=oO95y_Ltz7k
Omar-S,Seen Was Set (Norm Talley mix - BIG Strick vocal),1,1,2017-01-03,2017-01-03,https://youtube.com/watch?v=7eB-x701P5Y
Kerri Chandler,Bar A Thym,5,5,2014-02-17,2017-01-03,https://youtube.com/watch?v=pw5j9VOqy9A
Kate Bush,Running Up That Hill - Official Music Video,8,8,2011-08-08,2017-01-03,https://youtube.com/watch?v=wp43OdtAAkM
Portishead,Glory Box,1,1,2017-01-03,2017-01-03,https://youtube.com/watch?v=4qQyUi4zfDs
Moloko,Forever More (FKEK Vocal Mix),7,7,2013-01-01,2017-01-02,https://youtube.com/watch?v=Nb0eP1c7BeU
(1977) CHIC,Dance Dance Dance HQ,2,2,2016-08-22,2017-01-02,https://youtube.com/watch?v=9HmIZqsnJZc
Tiger & Woods,No More Talking (Scoring Clubs Pt. 2) Promo,2,2,2016-02-15,2017-01-02,https://youtube.com/watch?v=kdfVR41A9Fk
Andy Kolwes,YSL,1,1,2017-01-02,2017-01-02,https://youtube.com/watch?v=Wv2LBG6jkxI
,DHS House of God (original),1,1,2017-01-02,2017-01-02,https://youtube.com/watch?v=V1Jo2lFZSDE
Human League,The Things That Dreams Are Made Of (Original Dub),3,3,2011-10-02,2017-01-02,https://youtube.com/watch?v=aKcA78xnS4U
The Fog,Been A Long Time (Original Club Mix),2,2,2012-12-10,2016-12-20,https://youtube.com/watch?v=318FJXSg-gs
JohNick,Much Love,2,2,2013-05-13,2016-12-20,https://youtube.com/watch?v=D40EbbgeWsY
Martyn,Masks,2,2,2013-02-11,2016-12-20,https://youtube.com/watch?v=iPMD_bj4hGc
Members Of The House,Summer Nites (Kornél Kovács Remix),1,1,2016-12-19,2016-12-19,https://youtube.com/watch?v=M2XSblFksaw
Tensnake,Freundchen,2,2,2016-12-13,2016-12-19,https://youtu.be/XM6wjRgjgV0
Fango,rectum ( Original Mix),4,4,2016-08-29,2016-12-19,https://youtube.com/watch?v=w6VxDt-cagk
Tuff City Kids with Annie,Labyrinth (Club Mix),2,2,2016-10-31,2016-12-19,https://youtube.com/watch?v=FLdYuX-7vfc
Soundstream,All Night,3,3,2012-04-10,2016-12-18,https://youtu.be/J0Z8FUYUkZ0
,Eau de Chante' (for Men),1,1,2016-12-17,2016-12-17,https://youtube.com/watch?v=YGjtxwWq_so
Steve Murphy,Venus,1,1,2016-12-14,2016-12-14,https://youtube.com/watch?v=GKNAAF6FIsY
Andrés,New For U,20,20,2012-02-25,2016-12-13,https://youtube.com/watch?v=YqmlXTN3GPQ
Jerome Sydenham & Dennis Ferrer,Timbuktu (Pan African Electro Dub),3,3,2015-01-03,2016-12-12,https://youtu.be/DfVlPSRxCU8
Runaway,Brooklyn Club Jam,2,2,2012-11-14,2016-12-12,https://youtube.com/watch?v=c3fUvsdj3KU
Syclops,Where's Jason's K,2,2,2016-05-09,2016-12-12,https://youtube.com/watch?v=JPPeKLqaJ0Y
,Saint Germain-I Want You To Get Together (Rose Rouge),1,1,2016-12-12,2016-12-12,https://youtube.com/watch?v=CHvwIwlrGHk
Drumcell,Departing Comfort (Planetary Assault Systems Remix),1,1,2016-12-11,2016-12-11,https://youtu.be/135-fXhWSu0
Mu,Let's Get Sick,3,3,2015-01-02,2016-12-07,https://youtube.com/watch?v=0_i1H4dwQ1Q
,New World Aquarium-Trepassers,2,2,2014-05-12,2016-12-06,https://youtube.com/watch?v=R3p3ZdnmCYA
Lapien,Something To Tell You (Mistress Recordings 8.0),1,1,2016-12-05,2016-12-05,https://youtu.be/kKleC0Dpln0
Minilogue,Hypnotized,2,2,2016-06-28,2016-12-05,https://youtu.be/RwVLPVdziqs
Trevino,Backtracking (Original Mix),1,1,2016-12-05,2016-12-05,https://youtube.com/watch?v=kaLaRQrdERo
Crazy P,Virtuality,2,2,2014-06-10,2016-11-30,https://youtube.com/watch?v=rrgSksucOrA
Forum,Untitled Modus,1,1,2016-11-28,2016-11-28,https://youtube.com/watch?v=NxrDL41kWmM
Schatrax,Dizzy,1,1,2016-11-28,2016-11-28,https://youtube.com/watch?v=a3XTGKx7rrU
,Atom™   Ich bin meine maschine,2,2,2014-02-18,2016-11-28,https://youtu.be/0mIy71QLMP8
Recondite,Serak [Original Mix],1,1,2016-11-21,2016-11-21,https://youtube.com/watch?v=tsM92Rr4AGk
,"Melon Nitzi (In My Mind, So Fine)",1,1,2016-11-21,2016-11-21,https://youtu.be/oOP-T6lcQTM
,The System  ‎-- You're In My System (Kerri Chandler Remix),1,1,2016-11-21,2016-11-21,https://youtu.be/_xVCm_b7Vcs
Fleetwood Mac,Dreams [with lyrics],9,9,2012-02-20,2016-11-21,https://youtube.com/watch?v=mrZRURcb1cM
Lood feat Donell Rush,Shout N Out MAW 0008 1996,2,2,2012-09-24,2016-11-15,https://youtube.com/watch?v=9DcfacZ6YH0
Sterling Void & Paris Brightledge,It's Alright (House Mix),2,2,2016-04-04,2016-11-15,https://youtube.com/watch?v=ArXtZ478nQI
Yazoo,Situation,1,1,2016-11-14,2016-11-14,https://youtu.be/eBOobFD-Jns
Valerie dore,it' so easy in the night to get closer (megamix maxi 45 1986),1,1,2016-11-14,2016-11-14,https://youtube.com/watch?v=V4LmJfOofvo
,Dream-Fast Car,1,1,2016-11-14,2016-11-14,https://youtube.com/watch?v=NHsOEQtt3u4
Andronicus,Make You Whole [1992],4,4,2012-02-21,2016-11-14,https://youtube.com/watch?v=ZeykBZWW3vA
Patrick Cowley,Right on Target (feat. Paul Parker),2,2,2016-10-31,2016-11-11,https://youtube.com/watch?v=RPUpxWFbAjI
Que Tal America!,Two Man Sound.,2,2,2015-12-14,2016-11-08,https://youtube.com/watch?v=rzDDyCRpHEg
Harvey Sutherland and Bermuda,Bravado [CRC-01],1,1,2016-11-07,2016-11-07,https://youtube.com/watch?v=JphdGGrXMsE
Kamasutra,Burnin' Pt 2 - Alex Neri Remix,1,1,2016-11-07,2016-11-07,https://youtube.com/watch?v=zaaZPKM4nWk
Scott Grooves,"Basic Part: Finished (Natural MIDI, 2015)",2,2,2016-05-02,2016-11-07,https://youtube.com/watch?v=mU5ef5dWxoQ
DJ Jus Ed,I'm Comin' (Levon Vincent Remix),5,5,2011-01-17,2016-11-07,https://youtu.be/8HoiH_qNR7I
Tom Trago,Use Me Again,11,11,2011-03-29,2016-11-07,https://youtu.be/JqRSK_Yv_X8
Patrick Hernandez,Born To Be Alive [Extended Version],2,2,2016-03-29,2016-11-04,https://youtube.com/watch?v=xaTktEf9h4A
D-Shake,Techno Trance 1990,1,1,2016-11-02,2016-11-02,https://youtu.be/vqcZNcrEEu0
Raiders of the Lost ARP,Night Theme (Official video - HD),1,1,2016-11-02,2016-11-02,http://youtu.be/XILRuIgaTc0
The Chicago Connection,Dancin ( Mark Grant Remix) (CAJUAL),1,1,2016-11-02,2016-11-02,https://youtube.com/watch?v=khMv0yFYYIo
,Terrence Parker (Your Love) 1996,3,3,2014-02-11,2016-11-02,http://youtu.be/gjauKPWcQGI
Kylie Minogue,Slow,2,2,2016-10-31,2016-11-01,https://youtube.com/watch?v=Omrp4QR_Rpo
Pepe Bradock,Path Of Most Resistance,4,4,2011-11-27,2016-11-01,https://youtu.be/p44RLC4Y1lc
Congo,The Boss,2,2,2016-08-02,2016-11-01,https://youtu.be/2fccc1AAqco
Dennis Ferrer,Maniac 3000 (Original Mix),1,1,2016-11-01,2016-11-01,https://youtu.be/Oq2ndgnkpbs
FUN FUN,HAPPY STATION (CLUB MIX) (℗1983),1,1,2016-11-01,2016-11-01,https://youtu.be/bb5B1C5PFVo
Aril Brikha,Groove La Chord (Art of Vengeance EP),2,2,2016-01-04,2016-10-31,https://youtube.com/watch?v=1SvJJNg9RzU
Liem,If Only (Lehult),4,4,2015-09-28,2016-10-31,https://youtube.com/watch?v=82NUfPBHxYs
Whitney Houston,Love Will Save the Day,2,2,2016-08-10,2016-10-31,https://youtube.com/watch?v=yfk-JIwSlRM
Tiga VS Audion,Fever (Tom Trago Remix),2,2,2016-05-09,2016-10-31,https://youtube.com/watch?v=31gkCL3ph5o
,BOBBY O she has a way 1982,2,2,2014-12-26,2016-10-31,https://youtu.be/ALWzQUIENdc
1000 Ohm,Love In Motion (1984),1,1,2016-10-25,2016-10-25,https://youtube.com/watch?v=d5WtxhHTCZo
Maynard Ferguson,Pagliacci (Joe Claussell Edits),1,1,2016-10-25,2016-10-25,https://youtube.com/watch?v=siwG38C1bw0
Beyond,Silver,1,1,2016-10-24,2016-10-24,https://youtu.be/abBV-BEWAhk
The Chemical Brothers,Star Guitar,2,2,2015-11-24,2016-10-24,https://youtube.com/watch?v=QrfGGdLDwYo
Cerrone,Love In C' Minor (Original 1976),1,1,2016-10-24,2016-10-24,https://youtube.com/watch?v=n_Q2sYliEgA
Cabin Fever,Snapped,2,2,2012-08-18,2016-10-24,https://youtu.be/iXY5t3Vwzd0
Hashim,Al Naafiysh (The Soul),1,1,2016-10-24,2016-10-24,https://youtube.com/watch?v=i46sF1PcqL8&feature=share
Basic Channel,Phylyps Trak II/II,2,2,2016-10-17,2016-10-21,https://youtube.com/watch?v=raaf7gnjxLY
The Return,New Day,2,2,2016-10-16,2016-10-19,https://youtu.be/3YXsejMKcbA
,Harold Faltermeyer   Axel F Extended Version,1,1,2016-10-18,2016-10-18,https://youtube.com/watch?v=Kp86pVEPZS8
Round One,I'm Your Brother,1,1,2016-10-17,2016-10-17,https://youtube.com/watch?v=92pmWelCU-U
Hrdvsion,Captivated Heart.wmv,1,1,2016-10-17,2016-10-17,https://youtube.com/watch?v=SjIDDUU4pgg
Boddika & Joy Orbison,Severed Seven,1,1,2016-10-17,2016-10-17,https://youtu.be/mlfqjcxZWSk
,808 STATE |  IN YER FACE (BICEP REMIX),1,1,2016-10-17,2016-10-17,https://youtube.com/watch?v=Yq5jFUNBF2s
"Hubie Davison ""Sanctified""",Boiler Room Debuts,4,4,2015-12-07,2016-10-16,https://youtu.be/AaWxrrJfS5I
,Jeff Mills ‎-- automatic,1,1,2016-10-13,2016-10-13,https://youtube.com/watch?v=121TnwCXP-k
,Mory Kanté yeke yeke,1,1,2016-10-13,2016-10-13,https://youtube.com/watch?v=cIUD1Z3pU1g
Hardrive,Deep Inside,6,6,2014-08-18,2016-10-12,https://youtube.com/watch?v=KRH05Nq_JI0
Ron Trent,The Afterlife,2,2,2016-03-01,2016-10-10,https://youtube.com/watch?v=gviejShVWaY
Chez Damier,Can You Feel It (MK New York Dub) [1992],4,4,2011-01-03,2016-10-10,https://youtube.com/watch?v=7Ml9yDkjenI
,Cajmere-percolator(original mix),1,1,2016-10-10,2016-10-10,https://youtube.com/watch?v=2S-Ti1Aqx1c
Frankie Knuckles. Ft. Jamie Principle,It's A Cold world,3,3,2012-08-26,2016-10-10,https://youtube.com/watch?v=3PuP6lgah_M
,Dj Eric (We Are Love  Original Mix),3,3,2015-12-14,2016-10-09,https://youtube.com/watch?v=QIyl42PwLBA
De La Soul,A Roller Skating Jam Named Saturdays,1,1,2016-10-04,2016-10-04,https://youtube.com/watch?v=_Tu-qDHSSZo
,Lost in Music (Gay Marvine edit),1,1,2016-10-03,2016-10-03,https://youtube.com/watch?v=VHJZ_vvh8dk
Omar S,The Shit Baby (CP-1 Played By D.Taylor),4,4,2013-04-30,2016-10-03,https://youtube.com/watch?v=qzJ9PfuqkIQ
Ferrer & Sydenham Inc,The Back Door,2,2,2011-10-30,2016-10-02,https://youtube.com/watch?v=n8ZhifZVIdY
Boo Williams,Mortal Trance,8,8,2010-10-26,2016-09-27,https://youtu.be/5vRjbNtKK9Y
Adamski,Killer (HQ),1,1,2016-09-26,2016-09-26,https://youtu.be/usz5Y9bygXg
Ultracity,Lonely (Ultracity Shadow Dub),1,1,2016-09-26,2016-09-26,https://youtu.be/tFYrjUMd4vg
Pepe Bradock,Deep Burnt,12,12,2011-03-07,2016-09-25,https://youtube.com/watch?v=opvopULDhVI
Digitalism,Destination Breakdown (Gerd Janson Remix),3,3,2016-07-07,2016-09-19,https://youtube.com/watch?v=uPe3kx1NghU
,Paul Johnson- Caught Up In Your Love,3,3,2014-03-08,2016-09-17,https://youtube.com/watch?v=PTT7yB18hYY
Stardust Vs Madonna,Music Sounds Better On Holiday (StuntMasterz Mash Up),1,1,2016-09-13,2016-09-13,https://youtube.com/watch?v=7E4pwV1dAKM
Midnight Magic,Beam Me Up (Jacques Renault Remix),7,7,2010-10-16,2016-09-13,https://youtube.com/watch?v=MH_rFKhdk1M
Underground Poetry with Phunkey Rhythm Doctor aka Cari Lekebusch,Mad Poet (1997),2,2,2016-08-16,2016-09-13,https://youtube.com/watch?v=9chaadKkJcQ
Syclops,Jump Bugs,2,2,2013-03-18,2016-09-13,https://youtube.com/watch?v=h-5Saka3vBU
Anita Ward,Ring My Bell,4,4,2012-04-09,2016-09-12,https://youtu.be/URAqnM1PP5E
Technotronic,Pump Up The Jam,4,4,2012-04-18,2016-09-12,https://youtu.be/9EcjWd-O4jI
Mandrill,Feeling Good ( Disco Funk 1980 ),2,2,2013-10-29,2016-09-11,https://youtube.com/watch?v=tnwaRL2sD-E
Delano Smith,What i Do (Reconstructed_by Mike Huckaby),1,1,2016-09-11,2016-09-11,https://youtube.com/watch?v=8nuLO_Zb238
Scala & Kolacny Brothers,Creep (Radiohead cover),1,1,2016-09-10,2016-09-10,https://youtube.com/watch?v=axrqVfuGHh0
Kassem Mosse,578,6,6,2011-06-03,2016-09-10,https://youtube.com/watch?v=beyYnGVP8nE
Redshape,Tel Aviv [Running Back],2,2,2016-09-02,2016-09-07,https://youtube.com/watch?time_continue=201&v=OdG6p_Pn5NU
Eddie Amador,House music (original mix),2,2,2010-06-02,2016-09-06,https://youtube.com/watch?v=9WpERMtL-AY
Beyoncé,Crazy In Love,1,1,2016-09-05,2016-09-05,https://youtube.com/watch?v=BVQaQNpkxzg
Björk,Big Time Sensuality [Nellee Hooper Extended Mix],1,1,2016-09-05,2016-09-05,https://youtube.com/watch?v=rBZov0OjYck
Dj Gregory,Elle (Main Mix).wmv,4,4,2012-03-19,2016-09-05,https://youtube.com/watch?v=X5E08j5cFts
Q-Burns Abstract Message,Mess Of Afros (Glenn Underground Remix),2,2,2016-03-29,2016-09-05,https://youtube.com/watch?v=Ba1HNHmvVr0
MooD II SwiNg,CaLL mE (Moody Dub),2,2,2016-08-08,2016-09-05,https://youtube.com/watch?v=XJ5Kzf9dgW0
Laura Branigan,Self Control (1984) //Good Audio Quality\\,2,2,2014-03-17,2016-09-05,https://youtube.com/watch?v=HInA9jKyoKE
Cassius,Feeling for you,2,2,2011-03-28,2016-09-05,https://youtube.com/watch?v=DOTXZKLrPzw
,"native soul feat. trey washington ""a new day"" spencer parker's a gun for hire remix",1,1,2016-09-04,2016-09-04,https://youtube.com/watch?v=jzcAP9NpVUg
20 Below,A Lil' Tribute To The Moody Black Keys,1,1,2016-09-04,2016-09-04,https://youtu.be/-dBIIC6y1mI
Boot & Tax,Acido (Optimo Trax),2,2,2014-05-30,2016-08-31,https://youtu.be/4j8TuuZlUhk
Sabb,One Of Us feat. Forrest (Dennis Ferrer Remix) (MHR079),1,1,2016-08-30,2016-08-30,https://youtu.be/83GM3-mvuLU
Round One,I'm Your Brother (Club Version),7,7,2011-08-29,2016-08-29,https://youtube.com/watch?v=TTBRkL2gltk
ISAAC TICHAUER,HIGHER LEVEL (BICEP REMIX),3,3,2016-04-11,2016-08-29,https://youtu.be/A1iE2qGD1jI
Skatebård,Palais D'Amour [2013],1,1,2016-08-28,2016-08-28,https://youtube.com/watch?v=qmd_o1s7sds
The Human League,Don't You Want Me Baby (TopPop) (1981) (HD),2,2,2016-03-28,2016-08-27,https://youtube.com/watch?v=kKZVTyBKhGU
Michael Jackson,Don’t Stop 'Til You Get Enough (Official Video),2,2,2016-06-27,2016-08-27,https://youtu.be/yURRmWtbTbo
The Knife,Forest Families,2,2,2016-07-17,2016-08-24,https://youtube.com/watch?v=eVYoav19Tog
Patrice Bäumel,Dum Dum,2,2,2016-05-02,2016-08-23,https://youtube.com/watch?v=PdRSDfBMJE8
Kevin Saunderson feat Inner City,Future (Kenny Larkin Tension Mix),6,6,2014-01-02,2016-08-22,https://youtube.com/watch?v=Oa9cVEwjo2c
Justin Timberlake,Rock Your Body (Paul Oakenfold Mix),1,1,2016-08-22,2016-08-22,https://youtube.com/watch?v=odSpld0JaBk
American Beauty,Thomas Newman - Dead Already,1,1,2016-08-22,2016-08-22,http://youtube.com/watch?v=xHNK46n1lfc
Oni Ayhun,OAR003-B,7,7,2014-02-15,2016-08-22,https://youtube.com/watch?v=xSSy3aHsG6c
Todd Terje,Inspector Norse,19,19,2012-01-22,2016-08-21,http://youtube.com/watch?v=ebjXsc0UjdQ
Osunlade,Dionne [Yoruba Records],2,2,2016-05-10,2016-08-21,https://youtu.be/M0C80qHYabA
,Portishead ' Glory Box ',1,1,2016-08-20,2016-08-20,http://youtu.be/z20_RW4I0F0
51 Days,Tracktion,1,1,2016-08-17,2016-08-17,https://youtu.be/H0-SZw1S4SM
Lapsley,Operator (DJ Koze's Extended Disco Version),1,1,2016-08-16,2016-08-16,https://youtube.com/watch?v=1g70eFEQx-c
,The Wanderer (Romanthony),2,2,2013-12-23,2016-08-16,https://youtube.com/watch?v=Pt-FyuuvNRg
Ricardo Villalobos,808 The Bass Queen,2,2,2016-03-06,2016-08-16,https://youtube.com/watch?v=P7moGwGdfdE
DJ Sneak,The Polyester EP - Show Me The Way (1995),6,6,2012-09-29,2016-08-16,https://youtube.com/watch?v=H7VumxPlPkI
Chez Damier,Mix Masters,1,1,2016-08-15,2016-08-15,https://youtube.com/watch?v=aNCwi_6JVlY
On The House with Marshall Jefferson,Ride The Rhythm (B-Side Mix),1,1,2016-08-15,2016-08-15,https://youtube.com/watch?v=FKWY5EOUhrk
House Master Baldwin featuring Paris Grey,Don't Lead Me Remix (Mike's Remix),2,2,2015-08-17,2016-08-14,https://youtube.com/watch?v=MqFVXFb3_KY
Danell Dixon,"Dance, Dance (NITE GROOVES)",4,4,2010-08-20,2016-08-08,https://youtube.com/watch?v=oQzHpCSfxHo
,Cerrone: Give Me Love (Official original 1977),1,1,2016-08-08,2016-08-08,https://youtube.com/watch?v=QNSftRdz_Nk
Kenny 'Dope' Gonzalez,All I'm Askin' (Roger Sanchez Mix) [1992],2,2,2016-07-30,2016-08-08,https://youtube.com/watch?v=_ktbNGhq1HM
DJ Assassin,A Face In The Crowd - Original Mix,1,1,2016-08-08,2016-08-08,https://youtu.be/Tb03uxmEuWI
Adventures Of Stevie V,Dirty Cash (Money Talks) (Sold Out 12 Inch Mix),1,1,2016-08-08,2016-08-08,https://youtube.com/watch?v=pAyIs-eOjKI
No Pain,It's Gonna Be Alright (Gonna Be Alright Mix),1,1,2016-08-08,2016-08-08,https://youtube.com/watch?v=wWcnsuwem7g
,Circulation   White,2,2,2015-06-02,2016-08-04,https://youtube.com/watch?time_continue=144&v=cXulNRWB6d0
The Chemical Brothers,Star Guitar,2,2,2015-11-18,2016-08-03,https://youtube.com/watch?v=0S43IwBF0uM
Floorplan,We Magnify His Name (Schmutz Edit),2,2,2015-12-15,2016-08-02,https://youtube.com/watch?v=xZV7JaZltUA&feature=youtu.be
Sabres of Paradise,Smokebelch II (David Holmes Mix),2,2,2014-11-03,2016-08-02,http://youtu.be/i7Dv7L7FTUU
TAN-RU,Keep Reachin',2,2,2015-02-10,2016-08-02,https://youtu.be/roQlisEeppY
,Objekt ‎– The Stitch-up [STITCHUP000],1,1,2016-08-01,2016-08-01,https://youtube.com/watch?v=AWOdXrj6t9I
,Workshop Special 02   B2,2,2,2013-12-14,2016-07-31,https://youtu.be/DPoVNjYarw8
DJ Haus,"""Comin' On"" (Official Video)",1,1,2016-07-27,2016-07-27,https://youtube.com/watch?v=GcojIg3zr7c
Fern Kinney,Love Me Tonight,1,1,2016-07-26,2016-07-26,https://youtube.com/watch?v=XT-iikjgH0s
